Published_Year,Assembly_Accession,Organism_Name,Species,Genus,Family,Order,Class,Phylum
2018,GCF_002886865.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_002886945.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_002887065.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_002887145.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_002887255.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_002887335.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_002975475.1,Mycobacterium tuberculosis variant bovis,1773,1763,1762,85007,1760,201174
2018,GCF_003006115.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003006135.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003265005.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003287125.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003287145.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003287165.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003287185.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003293655.1,Mycobacterium tuberculosis,1773,1763,1762,85007,1760,201174
2018,GCF_003390495.1,[Mycobacterium] chelonae subsp. gwanakae,1774,670516,1762,85007,1760,201174
2018,GCF_900637115.1,Mycobacteroides chelonae,1774,670516,1762,85007,1760,201174
2018,GCF_900637135.1,Mycolicibacterium flavescens,1776,1866885,1762,85007,1760,201174
2018,GCF_003391395.1,Mycobacterium marinum,1781,1763,1762,85007,1760,201174
2018,GCF_003391415.1,Mycobacterium marinum,1781,1763,1762,85007,1760,201174
2018,GCF_003609695.1,Mycobacterium marinum,1781,1763,1762,85007,1760,201174
2018,GCF_900637195.1,Mycolicibacterium aurum,1791,1866885,1762,85007,1760,201174
2018,GCF_900637205.1,Mycolicibacterium chitae,1792,1866885,1762,85007,1760,201174
2018,GCF_003367335.1,Mycolicibacterium neoaurum,1795,1866885,1762,85007,1760,201174
2018,GCF_900637185.1,Nocardia asteroides,1824,1817,85025,85007,1760,201174
2018,GCF_002863905.1,Rhodococcus ruber,1830,1827,85025,85007,1760,201174
2018,GCF_003086595.1,Rhodococcus ruber,1830,1827,85025,85007,1760,201174
2018,GCF_003586525.1,Rhodococcus ruber,1830,1827,85025,85007,1760,201174
2018,GCF_003711105.1,Actinoplanes teichomyceticus ATCC 31121,1867,1865,28056,85008,1760,201174
2018,GCF_003208035.1,Streptomyces actuosus,1885,1883,2062,85011,1760,201174
2018,GCF_003675345.1,Streptomyces albus,1888,1883,2062,85011,1760,201174
2018,GCF_003330865.1,Streptomyces atratus,1893,1883,2062,85011,1760,201174
2018,GCF_003454755.1,Streptomyces clavuligerus,1901,1883,2062,85011,1760,201174
2018,GCF_003573485.1,Streptomyces fradiae,1906,1883,2062,85011,1760,201174
2018,GCF_003147545.1,Streptomyces globisporus,1908,1883,2062,85011,1760,201174
2018,GCF_003344445.1,Streptomyces lincolnensis,1915,1883,2062,85011,1760,201174
2018,GCF_900236475.1,Streptomyces chartreusis NRRL 3882,1969,1883,2062,85011,1760,201174
2018,GCF_900236505.1,Streptomyces chartreusis NRRL 3882,1969,1883,2062,85011,1760,201174
2018,GCF_900638215.1,Nocardiopsis dassonvillei,2014,2013,83676,85012,1760,201174
2018,GCF_900637985.1,Rothia dentocariosa,2047,32207,1268,85006,1760,201174
2018,GCF_003183825.1,Gordonia terrae,2055,2053,85026,85007,1760,201174
2018,GCF_900631615.1,Tsukamurella paurometabola,2061,2060,85028,85007,1760,201174
2018,GCF_003945385.1,Pseudonocardia autotrophica,2074,1847,2070,85010,1760,201174
2018,GCF_900476085.1,Mycoplasma gallisepticum,2096,2093,2092,2085,31969,544448
2018,GCF_000759375.2,Mycoplasma hominis,2098,2093,2092,2085,31969,544448
2018,GCF_002952835.1,Mycoplasma hominis,2098,2093,2092,2085,31969,544448
2018,GCF_003663725.1,Mycoplasma hominis,2098,2093,2092,2085,31969,544448
2018,GCF_900476065.1,Mycoplasma hyorhinis,2100,2093,2092,2085,31969,544448
2018,GCF_003147565.1,Mycoplasma synoviae,2109,2093,2092,2085,31969,544448
2018,GCF_900475235.1,Mycoplasma synoviae,2109,2093,2092,2085,31969,544448
2018,GCF_003925935.1,Mycoplasma californicum,2113,2093,2092,2085,31969,544448
2018,GCF_003925955.1,Mycoplasma californicum,2113,2093,2092,2085,31969,544448
2018,GCF_003925975.1,Mycoplasma californicum,2113,2093,2092,2085,31969,544448
2018,GCF_003967215.1,Mycoplasma californicum,2113,2093,2092,2085,31969,544448
2018,GCF_003967235.1,Mycoplasma californicum,2113,2093,2092,2085,31969,544448
2018,GCF_900476175.1,Mycoplasma putrefaciens,2123,2093,2092,2085,31969,544448
2018,GCF_002865545.1,Spiroplasma monobiae MQ-1,2136,2132,2131,186328,31969,544448
2018,GCF_900476025.1,Acholeplasma laidlawii,2148,2147,2146,186329,31969,544448
2018,GCF_002999255.1,Mesoplasma florum,2151,46239,33925,186328,31969,544448
2018,GCF_002999275.1,Mesoplasma florum,2151,46239,33925,186328,31969,544448
2018,GCF_002999295.1,Mesoplasma florum,2151,46239,33925,186328,31969,544448
2018,GCF_002999415.1,Mesoplasma florum,2151,46239,33925,186328,31969,544448
2018,GCF_002999435.1,Mesoplasma florum,2151,46239,33925,186328,31969,544448
2018,GCF_003711265.1,Bathymodiolus thermophilus thioautotrophic gill symbiont,2360,NA,NA,NA,1236,1224
2018,GCF_001456335.2,Xylella fastidiosa,2371,2370,32033,135614,1236,1224
2018,GCF_002954185.1,Xylella fastidiosa,2371,2370,32033,135614,1236,1224
2018,GCF_002954205.1,Xylella fastidiosa,2371,2370,32033,135614,1236,1224
2018,GCF_002983865.1,Roseobacter denitrificans,2434,2433,31989,204455,28211,1224
2018,GCF_003812765.1,Gardnerella vaginalis,2702,2701,31953,85004,1760,201174
2018,GCF_900637625.1,Gardnerella vaginalis,2702,2701,31953,85004,1760,201174
2018,GCF_900637305.1,Cardiobacterium hominis,2718,2717,868,135615,1236,1224
2018,GCF_900332045.1,Brochothrix thermosphacta,2756,2755,186820,1385,91061,1239
2018,GCF_003697265.1,Sphingobium yanoikuyae,13690,165695,41297,204457,28211,1224
2018,GCF_003390755.1,Bifidobacterium animalis subsp. lactis,28025,1678,31953,85004,1760,201174
2018,GCF_003428375.1,Bifidobacterium animalis subsp. lactis,28025,1678,31953,85004,1760,201174
2018,GCF_003606305.1,Bifidobacterium animalis subsp. lactis,28025,1678,31953,85004,1760,201174
2018,GCF_003671995.1,Bifidobacterium animalis subsp. animalis,28025,1678,31953,85004,1760,201174
2018,GCF_003952825.1,Bifidobacterium pseudocatenulatum,28026,1678,31953,85004,1760,201174
2018,GCF_001558815.2,Staphylococcus lugdunensis,28035,1279,90964,1385,91061,1239
2018,GCF_002073395.2,Staphylococcus lugdunensis,28035,1279,90964,1385,91061,1239
2018,GCF_900474705.1,Staphylococcus lugdunensis,28035,1279,90964,1385,91061,1239
2018,GCF_900478255.1,Staphylococcus lugdunensis,28035,1279,90964,1385,91061,1239
2018,GCF_003254785.1,Lactobacillus curvatus,28038,1578,33958,186826,91061,1239
2018,GCF_003410375.1,Lactobacillus curvatus,28038,1578,33958,186826,91061,1239
2018,GCF_003957415.1,Lactobacillus curvatus,28038,1578,33958,186826,91061,1239
2018,GCF_900637395.1,Campylobacter upsaliensis,28080,194,72294,213849,29547,1224
2018,GCF_900635815.1,Legionella cherrii,28084,445,444,118969,1236,1224
2018,GCF_002848365.2,Legionella sainthelensi,28087,445,444,118969,1236,1224
2018,GCF_900635835.1,Legionella sainthelensi,28087,445,444,118969,1236,1224
2018,GCF_900637685.1,Legionella sainthelensi,28087,445,444,118969,1236,1224
2018,GCF_900638685.1,Neisseria weaveri,28091,482,481,206351,28216,1224
2018,GCF_003613595.1,Burkholderia gladioli pv. gladioli,28095,32008,119060,80840,28216,1224
2018,GCF_003713105.1,Burkholderia gladioli,28095,32008,119060,80840,28216,1224
2018,GCF_002849875.1,Alteromonas macleodii,28108,226,72275,135622,1236,1224
2018,GCF_002998535.1,Bacteroides heparinolyticus,28113,816,815,171549,200643,976
2018,GCF_002998435.1,Bacteroides zoogleoformans,28119,816,815,171549,200643,976
2018,GCF_003515045.1,Prevotella denticola,28129,838,171552,171549,200643,976
2018,GCF_003265025.1,Prevotella intermedia,28131,838,171552,171549,200643,976
2018,GCF_002208725.2,Prevotella melaninogenica,28132,838,171552,171549,200643,976
2018,GCF_900637655.1,Prevotella oris,28135,838,171552,171549,200643,976
2018,GCF_003516105.1,Cronobacter sakazakii,28141,413496,543,91347,1236,1224
2018,GCF_003955925.1,Cronobacter sakazakii,28141,413496,543,91347,1236,1224
2018,GCF_003795085.1,Capnocytophaga canimorsus,28188,1016,49546,200644,117743,976
2018,GCF_900638435.1,Capnocytophaga canimorsus,28188,1016,49546,200644,117743,976
2018,GCF_003660085.1,Arcobacter cryaerophilus D2610,28198,28196,72294,213849,29547,1224
2018,GCF_003660105.1,Arcobacter cryaerophilus ATCC 43158,28198,28196,72294,213849,29547,1224
2018,GCF_003544835.1,Arcobacter skirrowii CCUG 10374,28200,28196,72294,213849,29547,1224
2018,GCF_003939045.1,Arcobacter skirrowii,28200,28196,72294,213849,29547,1224
2018,GCF_900475915.1,Arcanobacterium haemolyticum,28264,28263,2049,2037,1760,201174
2018,GCF_003076335.1,Clavibacter michiganensis subsp. insidiosus,28447,1573,85023,85006,1760,201174
2018,GCF_003076355.1,Clavibacter michiganensis subsp. insidiosus,28447,1573,85023,85006,1760,201174
2018,GCF_003351665.1,Neisseria subflava,28449,482,481,206351,28216,1224
2018,GCF_002860065.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2018,GCF_003547035.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2018,GCF_003547055.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2018,GCF_003606245.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2018,GCF_003798245.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2018,GCF_003798265.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2018,GCF_003798365.1,Burkholderia pseudomallei,28450,32008,119060,80840,28216,1224
2018,GCF_000240905.2,Salmonella enterica subsp. enterica serovar Pomona str. ATCC 10729,28901,590,543,91347,1236,1224
2018,GCF_000486815.2,Salmonella enterica subsp. enterica serovar Oranienburg str. 0250,28901,590,543,91347,1236,1224
2018,GCF_000487015.2,Salmonella enterica subsp. enterica serovar Muenster str. 420,28901,590,543,91347,1236,1224
2018,GCF_000487295.3,Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708,28901,590,543,91347,1236,1224
2018,GCF_000493295.2,Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673,28901,590,543,91347,1236,1224
2018,GCF_000783815.2,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_000940935.2,Salmonella enterica subsp. enterica serovar Newport str. USDA-ARS-USMARC-1927,28901,590,543,91347,1236,1224
2018,GCF_001188125.2,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_001448665.2,Salmonella enterica subsp. enterica serovar Gaminara str. SA20063285,28901,590,543,91347,1236,1224
2018,GCF_001448785.2,Salmonella enterica subsp. enterica serovar Milwaukee str. SA19950795,28901,590,543,91347,1236,1224
2018,GCF_001558355.2,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_002208965.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_002209205.2,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_002209225.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_002762135.3,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_002863765.1,Salmonella enterica subsp. enterica serovar Give,28901,590,543,91347,1236,1224
2018,GCF_002863785.1,Salmonella enterica subsp. enterica serovar Infantis,28901,590,543,91347,1236,1224
2018,GCF_002900325.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_002946375.1,Salmonella enterica subsp. enterica serovar Derby,28901,590,543,91347,1236,1224
2018,GCF_002946675.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_002947135.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_002952975.1,Salmonella enterica subsp. enterica serovar Kentucky,28901,590,543,91347,1236,1224
2018,GCF_002982095.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_002983965.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_002984035.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_002984285.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_002999175.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003030105.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003030125.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003030265.1,Salmonella enterica subsp. enterica serovar Concord,28901,590,543,91347,1236,1224
2018,GCF_003030285.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_003031835.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_003031855.1,Salmonella enterica subsp. enterica serovar Tennessee,28901,590,543,91347,1236,1224
2018,GCF_003031875.1,Salmonella enterica subsp. enterica serovar Tennessee,28901,590,543,91347,1236,1224
2018,GCF_003031995.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_003032015.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_003032035.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_003052785.2,Salmonella enterica subsp. enterica serovar Thompson,28901,590,543,91347,1236,1224
2018,GCF_003054535.1,Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2009K-0792,28901,590,543,91347,1236,1224
2018,GCF_003071485.1,Salmonella enterica subsp. enterica serovar Montevideo str. CDC 2010K-0257,28901,590,543,91347,1236,1224
2018,GCF_003071545.1,Salmonella enterica subsp. enterica serovar Corvallis,28901,590,543,91347,1236,1224
2018,GCF_003073495.1,Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004,28901,590,543,91347,1236,1224
2018,GCF_003073515.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003073535.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003073555.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003073575.1,Salmonella enterica subsp. enterica serovar Montevideo str. 531954,28901,590,543,91347,1236,1224
2018,GCF_003073595.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003130605.1,Salmonella enterica subsp. enterica serovar Montevideo,28901,590,543,91347,1236,1224
2018,GCF_003177235.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003177255.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003181075.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003181155.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003184325.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_003184425.1,Salmonella enterica subsp. enterica serovar Enteritidis str. RM2968,28901,590,543,91347,1236,1224
2018,GCF_003194225.1,Salmonella enterica subsp. enterica serovar Typhimurium,28901,590,543,91347,1236,1224
2018,GCF_003231095.1,Salmonella enterica subsp. enterica serovar Anatum,28901,590,543,91347,1236,1224
2018,GCF_003312565.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003324775.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003324795.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003324815.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003324835.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003324855.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003324875.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003324915.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003324935.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003324955.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003324975.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003324995.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325015.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325035.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325055.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325075.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325095.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325135.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325155.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325195.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325235.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325255.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325275.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325315.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003325335.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003347075.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003429365.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_003429425.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003429445.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003429465.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003515965.1,Salmonella enterica,28901,590,543,91347,1236,1224
2018,GCF_003571625.1,Salmonella enterica subsp. enterica serovar Senftenberg,28901,590,543,91347,1236,1224
2018,GCF_003589785.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003589805.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003589825.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003589845.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003589865.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003590695.1,Salmonella enterica subsp. enterica serovar Fresno,28901,590,543,91347,1236,1224
2018,GCF_003590755.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003595645.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003595725.1,Salmonella enterica subsp. enterica serovar Dublin,28901,590,543,91347,1236,1224
2018,GCF_003606225.1,Salmonella enterica subsp. enterica serovar Pullorum,28901,590,543,91347,1236,1224
2018,GCF_003627015.1,Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000191,28901,590,543,91347,1236,1224
2018,GCF_003641265.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003641285.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003641305.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003641325.1,Salmonella enterica subsp. enterica,28901,590,543,91347,1236,1224
2018,GCF_003663765.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_003691385.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_003710125.1,Salmonella enterica subsp. enterica serovar Anatum,28901,590,543,91347,1236,1224
2018,GCF_003710145.1,Salmonella enterica subsp. enterica serovar Oranienburg,28901,590,543,91347,1236,1224
2018,GCF_003710165.1,Salmonella enterica subsp. enterica serovar Enteritidis,28901,590,543,91347,1236,1224
2018,GCF_003710185.1,Salmonella enterica subsp. enterica serovar Tennessee,28901,590,543,91347,1236,1224
2018,GCF_003710205.1,Salmonella enterica subsp. enterica serovar Mbandaka,28901,590,543,91347,1236,1224
2018,GCF_003716995.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717015.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717035.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717055.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717075.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717095.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717115.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717135.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717215.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717285.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717355.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717395.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717435.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717455.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717475.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717515.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717535.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717575.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717615.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717635.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717655.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717675.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717695.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717715.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717735.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717755.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717775.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717795.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717815.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717835.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717855.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717875.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717895.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717915.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717935.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717955.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717975.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003717995.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718015.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718035.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718055.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718075.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718095.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718115.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718135.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718155.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718175.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718195.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718235.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718255.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718275.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718295.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718315.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718355.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718375.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718395.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718415.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718435.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718455.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718475.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718495.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718515.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718535.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718555.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718575.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
2018,GCF_003718595.1,Salmonella enterica subsp. enterica serovar Typhi,28901,590,543,91347,1236,1224
